timestamp,PLC2_IR0,PLC2_C0,PLC2_C1,PLC2_HR0,PLC2_HR1
1770323373.5812626,5,True,False
1770323373.798591,5,True,False
1770323373.9886212,5,True,False
1770323374.1725655,5,True,False
1770323374.3500547,4,True,False
1770323374.5409007,4,True,False
1770323374.7193239,4,True,False
1770323374.9207008,4,True,False
1770323375.109528,4,True,False
1770323375.2977579,4,True,False
1770323375.4786806,3,True,False
1770323375.672204,3,True,False
1770323375.8552666,3,True,False
1770323376.0437686,3,True,False
1770323376.232393,3,True,False
1770323376.4260848,2,True,False
1770323376.6138225,2,True,False
1770323376.7972167,2,True,False
1770323376.990102,2,True,False
1770323377.1829603,2,True,False
1770323377.3656292,1,True,False
1770323377.5596247,1,True,False
1770323377.7428293,1,True,False
1770323377.933933,1,True,False
1770323378.1168993,1,True,False
1770323378.2947886,1,True,False
1770323378.4883256,0,False,True
1770323378.6822672,0,False,True
1770323378.875166,0,False,True
1770323379.0530431,0,False,True
1770323379.2406688,0,False,True
1770323379.4441836,0,False,True
1770323379.6268158,0,False,True
1770323379.8099618,0,False,True
1770323379.9797225,0,False,True
1770323380.167426,0,False,True
1770323380.350285,0,False,True
1770323380.5393884,0,False,True
1770323380.7242553,0,False,True
1770323380.9019694,0,False,True
1770323381.0948122,0,False,True
1770323381.2879655,0,False,True
1770323381.476965,0,False,True
1770323381.6661017,0,False,True
1770323381.8546832,0,False,True
1770323382.0324063,0,False,True
1770323382.2255073,0,False,True
1770323382.408044,0,False,True
1770323382.5987232,0,False,True
1770323382.8159573,0,False,True
1770323383.0044582,0,False,True
1770323383.1922307,0,False,True
1770323383.3752985,0,False,True
1770323383.5633337,0,False,True
1770323383.7589836,0,False,True
1770323383.937029,0,False,True
1770323384.116385,0,False,True
1770323384.3004792,0,False,True
1770323384.4885468,0,False,True
1770323384.676228,0,False,True
1770323384.8603897,0,False,True
1770323385.0509236,0,False,True
1770323385.2342463,0,False,True
1770323385.4169774,0,False,True
1770323385.605367,0,False,True
1770323385.78341,0,False,True
1770323385.9711256,0,False,True
1770323386.1545315,0,False,True
1770323386.3324018,0,False,True
1770323386.5201733,0,False,True
1770323386.7129858,0,False,True
1770323386.9007955,0,False,True
1770323387.0885253,0,False,True
1770323387.2761948,0,False,True
1770323387.4645822,0,False,True
1770323387.6572008,0,False,True
1770323387.8245928,0,False,True
1770323388.0174532,0,False,True
1770323388.205622,0,False,True
1770323388.383963,0,False,True
1770323388.5666618,0,False,True
1770323388.759812,0,False,True
1770323388.9429977,0,False,True
1770323389.1414986,0,False,True
1770323389.3294535,0,False,True
1770323389.5184648,0,False,True
1770323389.706655,0,False,True
1770323389.8948114,0,False,True
1770323390.093171,0,False,True
1770323390.2970307,0,False,True
1770323390.4854903,0,False,True
1770323390.6585789,0,False,True
1770323390.851261,0,False,True
1770323391.0347037,0,False,True
1770323391.2223096,0,False,True
1770323391.4110649,0,False,True
1770323391.5992634,0,False,True
1770323391.782018,0,False,True
1770323391.970106,0,False,True
1770323392.1487179,0,False,True
